#-символ переноса строки, использовать вместо Entera;;;;;;;;;;
Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Português;Polski;Türkçe
;///// ТОПОРЫ;;;;;;;;;
;;;;;;;;;;
Cut_Through;Наносит удар с ~lg~+/*Weapon_Damage*/%~/~ урона, ~lg~+/*Armor_Piercing*/%~/~ к пробитию брони и ~lg~+/*Armor_Damage*/%~/~ к урону по броне.##Каждая степень ~r~травмы~/~ на цели даёт дополнительные ~lg~+/*Weapon_Damage_Add*/%~/~ урона.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Delivers a strike with ~lg~+/*Weapon_Damage*/%~/~ Damage, ~lg~+/*Armor_Piercing*/%~/~ Armor Penetration and ~lg~+/*Armor_Damage*/%~/~ Armor Damage.##Each ~r~Injury~/~ affecting the target empowers the strike for ~lg~+/*Weapon_Damage_Add*/%~/~ Damage.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;发动一次打击，这次打击伤害~lg~+/*Weapon_Damage*/%~/~，防具穿透~lg~+/*Armor_Piercing*/%~/~，防具伤害~lg~+/*Armor_Damage*/%~/~。##目标身体每有一处~r~受伤~/~，打击的伤害便~lg~+/*Weapon_Damage_Add*/%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Führt einen Angriff aus, mit ~lg~+/*Weapon_Damage*/%~/~ Schaden, ~lg~+/*Armor_Piercing*/%~/~ Rüstungsdurchdringung und ~lg~+/*Armor_Damage*/%~/~ Rüstungsschaden.##Jede ~r~Verletzung~/~ am Ziel, verstärkt den Angriff um ~lg~+/*Weapon_Damage_Add*/%~/~ Schaden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Cios zadaje ~lg~+/*Weapon_Damage*/%~/~ Obrażeń, ~lg~+/*Armor_Piercing*/%~/~ przebicia Pancerza oraz ~lg~+/*Armor_Damage*/%~/~ obrażeń Pancerza.##Każda ~r~Rana~/~ zadana przeciwnikowi zwiększa Obrażenia broni o ~lg~+/*Weapon_Damage_Add*/%~/~.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Crippling_Lunge;Совершает рывок к врагу и наносит удар с ~lg~+/*Bodypart_Damage*/%~/~ к травмирующему урону и ~lg~+/*Bleeding_Chance*/%~/~ к шансу кровотечения.##Если этот удар не вызывает ~r~травму~/~, время восстановления умения уменьшается на ~lg~60%~/~.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Rushes towards the enemy and strikes with ~lg~+/*Bodypart_Damage*/%~/~ Bodypart Damage and ~lg~+/*Bleeding_Chance*/%~/~ Bleed Chance.##If this attack fails to inflict ~r~Injury~/~, decrease the Cooldown of this skill by ~lg~60%~/~.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;冲向敌人，发动打击，这次打击肢体伤害~lg~+/*Bodypart_Damage*/%~/~，出血几率~lg~+/*Bleeding_Chance*/%~/~。##如果本次攻击未令目标~r~受伤~/~，这个技能冷却时间减少~lg~60%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Auf den Gegner zustürmen und ~lg~+/*Bodypart_Damage*/%~/~ Körperteilschaden und ~lg~+/*Bleeding_Chance*/%~/~ Bluten-Chance verursachen.##Wenn dieser Angriff keine ~r~Verletzung~/~ verursacht, verringert sich die Abklingzeit dieser Fertigkeit um ~lg~60%~/~.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Wyskok w stronę przeciwnika zadający ~lg~+/*Bodypart_Damage*/%~/~ obrażeń w Części Ciała i mający ~lg~+/*Bleeding_Chance*/%~/~ szansy na Krwawienie.##Jeżeli nie sprawi, że przeciwnik odniesie ~r~Rany~/~, Czas Odnowienia tej zdolności zmniejsza się o ~lg~60%~/~.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Massacre;Активирует эффект на ~w~4~/~ хода:##~lg~+3%~/~ к шансу крита#~lg~+30%~/~ к урону по частям тела#~lg~+5%~/~ к пробитию брони#~lg~+15%~/~ к шансу кровотечения##Каждый успешный удар по врагу продлевает длительность эффекта на ~lg~1~/~ ход и увеличивает его степень (вплоть до ~w~4-й~/~).##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Activates the following effect for ~w~4~/~ turns:##~lg~+3%~/~ Сrit Chance#~lg~+30%~/~ Bodypart Damage#~lg~+5%~/~ Armor Penetration#~lg~+15%~/~ Bleed Chance##Each successful attack prolongs the duration of this effect by ~lg~1~/~ turn and grants an extra stack of it (up to ~w~4~/~ stacks).##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~4~/~个回合：##暴击几率~lg~+3%~/~#肢体伤害~lg~+30%~/~#防具穿透~lg~+5%~/~#出血几率~lg~+15%~/~##每次攻击成功会令这个效果持续时间延长~lg~1~/~个回合，还会叠加~lr~1~/~层（最多~w~4~/~层）。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Aktiviert den folgenden Effekt für ~w~4~/~ Runden:##~lg~+3%~/~ Krit. Chance#~lg~+30%~/~ Körperteilschaden#~lg~+5%~/~ Rüstungsdurchdringung#~lg~+15%~/~ Bluten-Chance##Jeder erfolgreiche Angriff verlängert die Dauer dieses Effekts um ~lg~1~/~ Runde und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje poniższe efekty na ~w~4~/~ tury:##~lg~+3%~/~ szansy na obr. krytyczne#~lg~+30%~/~ obrażeń Części Ciała#~lg~+5%~/~ penetracji Pancerza#~lg~+15%~/~ szansy na Krwawienie##Każdy skuteczny atak przedłuża efekty o ~lg~1~/~ turę oraz nakłada dodatkowe punkty potęgowania (do ~w~4~/~).##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Execution;Совершает удар, наносящий ~lg~+/*Weapon_Damage*/%~/~ урона за каждый ~r~недостающий~/~ процент здоровья у цели.##Каждая степень ~r~травмы~/~ на цели даёт атаке ~lg~+10%~/~ к шансу крита и ~lg~+15%~/~ к эффективности крита. Каждый ход ~r~кровотечения~/~ на цели даёт атаке ~lg~+4%~/~ к шансу крита##Если этот удар убивает цель, уменьшает время восстановления умений ветки на ~lg~50%~/~.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Performs a strike which deals ~lg~+/*Weapon_Damage*/%~/~ Damage for each ~r~missing~/~ percent of an enemy's Health.##Each ~r~Injury~/~ affecting the target empowers the strike with ~lg~+10%~/~ Crit Chance and ~lg~+15%~/~ Crit Efficiency. Each ~r~Bleeding~/~ affecting the target empowers the strike with ~lg~+4%~/~ Crit Chance.##If this strike kills the target, reduces Cooldown Duration for this skill tree by ~lg~50%~/~.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;发动一次打击，敌人的生命相对生命上限每少1%，这次打击便可额外造成~lg~/*Weapon_Damage*/%~/~的伤害。##目标身体每有一处~r~受伤~/~，打击的暴击几率便~lg~+10%~/~，暴击效果便~lg~+15%~/~。目标每有一层~r~出血~/~，这次打击暴击几率便~lg~+4%~/~。##如果这次打击杀死目标，同类技能冷却时间减少~lg~50%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Führt einen Angriff aus, der ~lg~+/*Weapon_Damage*/%~/~ Schaden für jedes ~r~fehlende~/~ Prozent der Gesundheit eines Gegners verursacht.##Jede ~r~Verletzung~/~ des Ziels, verstärkt den Angriff mit ~lg~+10%~/~ Krit. Chance und ~lg~+15%~/~ Krit. Effizienz. Jede ~r~Blutung~/~ des Ziels, verstärkt den Angriff mit ~lg~+4%~/~ Krit. Chance.##Wenn dieser Angriff das Ziel tötet, reduziert sich die Abklingzeit für diesen Fertigkeitsbaum um ~lg~50%~/~.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Wykonuje atak, który zadaje ~lg~+/*Weapon_Damage*/%~/~ Obrażeń za każdy ~r~brakujący~/~ procent Zdrowia przeciwnika.##Każda ~r~Rana~/~, jaką posiada przeciwnik dodaje ~lg~+10%~/~ szansy na obr. Krytyczne oraz zwiększa o ~lg~+15%~/~ skuteczność obr. Krytycznych. Każde ~r~Krwawienie~/~, jakie posiada przeciwnik zwiększa o ~lg~+4%~/~ szansę na obr. Krytyczne.##Jeżeli atak zabije przeciwnika zmniejsza Czasy Odnowień dla tego drzewka o ~lg~50%~/~.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
tormenting_swings;Критические удары топоров дают цели ~lg~-20%~/~ к сопр. кровотечению и ~lg~-7%~/~ к запасу здоровья на ~w~5~/~ ходов.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+3%~/~ к шансу кровотечения;Critical strikes with axes apply ~lg~-20%~/~ Bleed Resistance and ~lg~-7%~/~ Max Health for ~w~5~/~ turns.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Bleed Chance;斧子暴击造成目标出血抗性~lg~-20%~/~、生命上限~lg~-7%~/~，效果持续~w~5~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#出血几率~lg~+3%~/~;Krit. Angriffe mit Äxten verursachen ~lg~-20%~/~ Bluten-Resistenz und ~lg~-7%~/~ max. Gesundheit für ~w~5~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+3%~/~ Bluten-Chance;;;;;Obrażenia krytyczne za pomocą Toporów nadają ~lg~-20%~/~ odporności na Krwawienie oraz ~lg~-7%~/~ Maksymalnego Zdrowia na ~w~5~/~ tur.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ szansy na Krwawienie;
ferocity;Нанесение ~r~травмы~/~ уменьшает время восстановления умений ветки на ~lg~2~/~ хода.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+10%~/~ к травмирующему урону;Inflicting ~r~Injury~/~ reduces Cooldown Duration for this skill tree by ~lg~2~/~ turns.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+10%~/~ Bodypart Damage;如果造成目标~r~受伤~/~，同类技能冷却时间减少~lg~2~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#肢体伤害~lg~+10%~/~;Das Verursachen von ~r~Verletzungen~/~ reduziert die Abklingzeit für diesen Fertigkeitsbaum um ~lg~2~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+10%~/~ Körperteilschaden;;;;;Zadanie przeciwnikowi ~r~Rany~/~ zmniejsza Czas Odnowień dla tego drzewka na ~lg~2~/~ tury.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+10%~/~ obrażeń Części Ciała;
reprisal;Каждая ~r~травма~/~ на цели даёт атаке ~lg~+5%~/~ к точности и ~lg~+5%~/~ к шансу крита.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+5%~/~ к пробитию брони;Each ~r~Injury~/~ affecting the target grants your attacks against it ~lg~+5%~/~ Accuracy and ~lg~+5%~/~ Crit Chance.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Armor Penetration;目标身体每有一处~r~受伤~/~，你对其发动的攻击便~lg~+5%~/~准度且~lg~+5%~/~暴击几率。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#防具穿透~lg~+5%~/~;Jede ~r~Verletzung~/~ des Ziels, gewährt deinen Angriffen gegen das Ziel ~lg~+5%~/~ Genauigkeit und ~lg~+5%~/~ Krit. Chance.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Rüstungsdurchdringung;;;;;Każda ~r~Rana~/~, którą posiada przeciwnik zwiększa o ~lg~+5%~/~ Celność oraz o ~lg~+5%~/~ szansę na obr. Krytyczne.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ przebicia Pancerza;
show_no_mercy;Атаки по врагам со здоровьем меньше ~r~30%~/~ наносят ~lg~+30%~/~ урона.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+5%~/~ к шансу крита;Attacking enemies with less than ~r~30%~/~ Health deals ~lg~+30%~/~ Damage.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Crit Chance;攻击生命低于~r~30%~/~的敌人可以额外造成~lg~30%~/~的伤害。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#暴击几率~lg~+5%~/~;Angriffe auf Gegner mit weniger als ~r~30%~/~ Gesundheit, verursachen ~lg~+30%~/~ Schaden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Krit. Chance;;;;;Atakowanie przeciwników, którzy mają mniej niż ~r~30%~/~ Zdrowia zadaje ~lg~+30%~/~ Obrażeń.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ szansy na obr. Krytyczne;
;;;;;;;;;;
;///// БУЛАВЫ;;;;;;;;;
;;;;;;;;;;
Onslaught;Наносит удар, выжигающий врагу ~bl~/*Manaburn*/%~/~ запаса энергии и с ~w~/*Knockback_Chance*/%~/~ шансом ~w~отбрасывающий~/~ назад.##Если первый удар успешно ~w~отбрасывает~/~ врага, атакующий ~w~перемещается~/~ вперёд и наносит дополнительный удар с ~r~/*Weapon_Damage*/%~/~ урона и ~lg~+/*Daze_Chance*/%~/~ к шансу ошеломления.##Если отбрасывания не происходит, время восстановления умения уменьшается на ~lg~80%~/~.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Delivers a strike, which burns ~bl~/*Manaburn*/%~/~ of target's Energy and has ~w~/*Knockback_Chance*/%~/~ chance to inflict ~w~Knockback~/~.##If the first strike successfully ~w~Knocks~/~ the enemy back, the attacker ~w~Advances~/~ and delivers an extra attack with ~r~/*Weapon_Damage*/%~/~ Damage and ~lg~+/*Daze_Chance*/%~/~ Daze Chance.##If you fail to inflict ~w~Knockback~/~, the Cooldown is reduced by ~lg~80%~/~.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;发动一次打击，损耗目标~bl~/*Manaburn*/%~/~的精力，并有~w~/*Knockback_Chance*/%~/~的几率造成~w~击退~/~。##如果第一次打击成功~w~击退~/~敌人，攻击者~w~冲上前去~/~，另外发动一次攻击，造成~r~/*Weapon_Damage*/%~/~点伤害，并有~lg~+/*Daze_Chance*/%~/~的几率将其击晕。##如果未能~w~击退~/~敌人，能力冷却时间减少~lg~80%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Ein Angriff der ~bl~/*Manaburn*/%~/~ der Energie des Ziels verbrennt und eine ~w~/*Knockback_Chance*/%~/~ Chance hat, ~w~Zurückzustoßen~/~ auszuführen.##Wenn der erste Schlag erfolgreich den Gegner ~w~Zurückstößt~/~, rückt der Angreifer vor und führt einen zusätzlichen Angriff mit ~r~/*Weapon_Damage*/%~/~ Schaden und ~lg~+/*Daze_Chance*/%~/~ Betäuben-Chance aus.##Wenn ~w~Zurückstoßen~/~ nicht ausgelöst wird, wird die Abklingzeit um ~lg~80%~/~ reduziert.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Zadaje cios, który ~bl~/*Wypala Energię*/%~/~ celu oraz ma ~w~/*Knockback_Chance*/%~/~ szansy na ~w~Odrzucenie~/~.##Jeżeli pierwszy cios ~w~Odrzuci~/~ przeciwnika, wówczas atakujący ~w~Doskakuje~/~ i zadaje kolejny cios w postaci ~r~/*Weapon_Damage*/%~/~ Obrażeń. Drugi cios ma ~lg~+/*Daze_Chance*/%~/~ szansy na Dezorientację.##Jeżeli atak nie spowoduje ~w~Odrzucenia~/~ Czas Odnowienia jest zmniejszony o ~lg~80%~/~.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Armor_Break;Наносит удар с ~lg~+/*Armor_Piercing*/%~/~ к пробитию брони и ~lg~+/*Armor_Damage*/%~/~ к урону по броне.##Если враг ~w~ошеломлён~/~, даёт ~lg~+/*Daze_WD*/%~/~ к урону по броне за каждый ход ошеломления.#Если враг ~w~оглушён~/~, даёт ~lg~+/*Stun_WD*/%~/~ к урону по броне за каждый ход оглушения.##Даёт цели ~r~+10%~/~ к получаемому урону на ~w~3~/~ хода и ~r~-30%~/~ к сопр. оглушению на ~w~3~/~ хода.##Уменьшает время восст. умений ветки на ~lg~2~/~ хода.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Performs an attack with ~lg~+/*Armor_Piercing*/%~/~ Armor Penetration and ~lg~+/*Armor_Damage*/%~/~ Armor Damage.##If the enemy is ~w~Dazed~/~, grants ~lg~+/*Daze_WD*/%~/~ Armor Damage for each remainining turn of the Daze.#If the enemy is ~w~Stunned~/~, grants ~lg~+/*Stun_WD*/%~/~ Armor Damage for each remaining turn of the Stun.##Applies the enemy with ~r~+10%~/~ Damage Taken for ~w~3~/~ and ~r~-30%~/~ Stun Resistance for ~w~3~/~ turns.##Reduces Cooldown Duration for this skill tree by ~lg~2~/~ turns.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;发动一次攻击，本次攻击防具穿透~lg~+/*Armor_Piercing*/%~/~，防具伤害~lg~+/*Armor_Damage*/%~/~。##如果敌人处于~w~眩晕~/~状态，你的防具伤害获得加成，以~lg~/*Daze_WD*/%~/~为基数，其眩晕状态剩余1回合，你的防具伤害就增加1*/*Daze_WD*/%；如果剩余2回合，伤害增加2*/*Daze_WD*/%，以此类推。#如果敌人处于~w~硬直~/~状态，防具伤害也会获得加成，算法与前文眩晕状态的加成相似，伤害加成的基数为~lg~+/*Stun_WD*/%~/~。##在~w~3~/~个回合内，敌人所受伤害~r~+10%~/~，硬直抗性~r~-30%~/~。##同类技能冷却时间减少~lg~2~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Führt einen Angriff mit ~lg~+/*Armor_Piercing*/%~/~ Rüstungsdurchdringung und ~lg~+/*Armor_Damage*/%~/~ Rüstungsschaden aus.##Wenn der Gegner ~w~Benommen~/~ ist, werden ~lg~+/*Daze_WD*/%~/~ Rüstungsschaden für jede verbleibende Runde des Effekts gewährt.##Wenn der Gegner ~w~Betäubt~/~ ist, werden ~lg~+/*Stun_WD*/%~/~ Rüstungsschaden für jede verbleibende Runde des Effekts gewährt.##Erhöht beim Gegner den erlittenen Schaden um ~r~+10%~/~, und verringert die Betäuben-Resistenz um ~r~-30%~/~ für ~w~3~/~ Runden.##Verringert die Abklingzeit für diesen Fertigkeitsbaum um ~lg~2~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Atak mający ~lg~+/*Armor_Piercing*/%~/~ przebicia Pancerza i ~lg~+/*Armor_Damage*/%~/~ obrażeń Pancerza.##Jeżeli przeciwnik jest ~w~Zdezorientowany~/~, atak zadaje ~lg~+/*Daze_WD*/%~/~ obrażeń Pancerza za każdą pozostałą turę Dezorientacji.#Jeżeli przeciwnik jest ~w~Ogłuszony~/~, zadaje ~lg~+/*Stun_WD*/%~/~ obrażeń Pancerza za każdą pozostałą turę Ogłuszenia.##Nadaje przeciwnikowi ~r~+10%~/~ otrzymywanych Obrażeń na ~w~3~/~ tury i ~r~-30%~/~ odporności na Ogłuszenie przez ~w~3~/~ tury.##Zmniejsza Czasy Odnowień tego drzewka o ~lg~2~/~ tury.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
Hammer_and_Anvil;Активирует эффект на ~w~4~/~ хода:##~lg~-4%~/~ к шансу неудачи#~lg~+50%~/~ к урону по броне#~lg~+12.5%~/~ к шансу ошеломления#~lg~+5%~/~ к точности##Каждый успешный удар по врагу продлевает длительность эффекта на ~lg~1~/~ ход и увеличивает его степень (вплоть до ~w~4-й~/~).##Успешное ~w~ошеломление~/~ сбрасывает степень эффекта до ~w~1-й~/~.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки;Activates the following effect for ~w~4~/~ turns:##~lg~-4%~/~ Fumble Chance#~lg~+50%~/~ Armor Damage#~lg~+12.5%~/~ Daze Chance#~lg~+5%~/~ Accuracy##Each successful attack prolongs the duration of this effect by ~lg~1~/~ turn and grants an extra stack of it (up to ~w~4~/~ stacks).##Successful ~w~Stun~/~ resets the number of stacks to ~w~1~/~.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~4~/~个回合：##失手几率~lg~-4%~/~#防具伤害~lg~+50%~/~#击晕几率~lg~+12.5%~/~#准度~lg~+5%~/~##每次攻击成功会令这个效果持续时间延长~lg~1~/~个回合，还会叠加~lr~1~/~层（最多~w~4~/~层）。##如果成功造成~w~硬直~/~，则效果层数变为~w~1~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~;Aktiviert den folgenden Effekt für ~w~4~/~ Runden:##~lg~-4%~/~ Ungeschicktsein-Chance#~lg~+50%~/~ Rüstungsschaden#~lg~+15%~/~ Betäuben-Chance#~lg~+5%~/~ Genauigkeit##Jeder erfolgreiche Angriff verlängert die Dauer dieses Effekts um ~lg~1~/~ Runde und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).##Erfolgreiches ~w~Betäuben~/~ setzt die Anzahl der Stapel auf ~w~1~/~.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje poniższe efekty na ~w~4~/~ tury:##~lg~-4%~/~ szansy na Partactwo~lg~+50%~/~ obrażeń Pancerza#~lg~+15%~/~ szansy na Dezorientację#~lg~+5%~/~ Celności##Każdy udany atak przedłuża efekty o ~lg~1~/~ turę oraz zwiększa punkty potęgowania (do ~w~4~/~).##Udane ~w~Ogłuszenie~/~ resetuje punkty potęgowania efektów do ~w~1~/~.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka;
