Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Levy Bow;Чтобы достичь достойного результата, стрельбе из лука нужно учиться с детства - что и практикуется во многих альдорских деревнях.;To learn a bow like this you need to start training from childhood, a usual practice in many Aldorian villages. ;要想学会用这样的弓，你得从小练起，奥尔多很多村庄练弓都是从娃娃抓起。;Um einen solchen Bogen zu erlernen, muss man von Kindheit an mit der Ausbildung beginnen, was in vielen aldorianischen Dörfern eine übliche Praxis ist. ;;;;By nauczyć się posługiwać takim łukiem, trzeba zacząć już w dzieciństwie. Typowa praktyka w wielu wioskach Aldoru.
Soldier Bow;С таким луком опытный стрелок может нанести немалый ущерб врагу.;An experienced archer can deliver some serious damage with this bow.;有经验的弓箭手用这样的弓，就能造成可观的伤害。;Ein erfahrener Bogenschütze kann mit diesem Bogen schwere Schäden anrichten.;;;;Doświadczony łucznik bez problemu pośle śmiertelną strzałe do celu za pomocą tego łuku.
Yew Bow;Обычно из тиса делаются длинные луки, но изредка из него делают и обычные.;Yew is generally used to make long bows, but sometimes craftsmen settle for a smaller size.;杉木一般用于制作长弓，不过有些工匠也会制作短一点的弓。;Eibenholz wird im Allgemeinen zur Herstellung langer Bögen verwendet, aber manchmal geben sich die Handwerker mit einer kleineren Größe zufrieden.;;;;Cis najczęściej używa się do robienia długich łuków, ale czasami dobra ręka potrafi użyć go w mniejszych z nich.
Norse Bow;Не сказать, что у дварфов луки в большом почёте. Обычно ими вооружаются юноши, ещё не доросшие до передовой.;Dwarves don't hold much respect for bows. They are usually issued to youngsters who aren't experienced enough to fight on the frontline;矮人觉得弓箭不是正经兵器，所以打仗的时候，只会发给前线没什么经验的年轻人。;Zwerge haben keinen großen Respekt vor Bögen. Sie werden normalerweise an Jugendliche ausgegeben, die nicht erfahren genug sind, um an der Front zu kämpfen.;;;;Krasnoludy nie mają dużego szacunku do broni jaką potrafi być łuk. Ten rodzaj broni dają głównie młodym, którzy nie są dostatecznie doświadczeni na pierwszej linii.
Long Bow;Как говорят в народе, пока в Альдоре есть хотя бы с десяток длинных луков, он непобедим.;As folk wisdom says, as long as Aldor has a dozen of long bows, it's undefeatable.;奥尔多只要不缺长弓，任谁也攻不下这个地方。;Wie eine Volksweisheit sagt: Solange Aldor ein Dutzend Langbögen hat, ist es unbesiegbar.;;;;Znane powszechnie powiedzenie mówi, że tak długo jak Aldor będzie miało dużo długich łuków, tak długo będzie nie do pokonania.
Eeders Bow;О технологии изготовления этих знаменитых длинных луков известно немного - в Идерсе живут не самые разговорчивые люди.;The production process for these famous longbows is hardly a common knowledge - the denizens of Eeders aren't particularly talkative.;依得斯长弓远近有名，不过依得斯人寡言少语，所以这种长弓的制作工艺并非人人皆知。;Der Herstellungsprozess für diese berühmten Langbögen ist kaum bekannt - die Bewohner von Eeders sind nicht besonders gesprächig.;;;;Proces produkcji tych znakomitych długich łuków nie jest do końca spisany lub znany wśród fleczerzy - mieszkańcy Eederu nie są zbyt rozmowni.
Dirwin Bow;Количество зарубок внушает гордость или трепет - смотря с какой стороны на них смотреть.;The sheer number of notches can be a source of either pride or awe. It depends on who is looking at them.;弓面上一道道箭痕令人敬畏，至于是敬还是畏，取决于你站在弓前还是弓后。;Die schiere Menge der Einkerbungen kann entweder Stolz oder Ehrfurcht auslösen. Es hängt davon ab, wer sie sich anschaut.;;;;Duża liczba nacięć może być zarówno źródłem chwały lub strachu. W zależności od tego kto na nie patrzy.
;;;;;;;;
War Scythe;Оружие смутных времён - клинок обычной косы, притороченный к деревянной рукоятке.;A weapon of uncertain times - a simple scythe blade, fastened to a wooden handle.;年代不详，只是一把普普通通的镰刀绑了木柄。;Eine Waffe für unsichere Zeiten - eine einfache Sense, die an einem Holzgriff befestigt ist.;;;;Typowa broń na nietypowe czasy - proste ostrze umieszczone w drewnianej rękojeści.
Warbrand;Наточен настолько остро, что ударом достаточно силы можно рассечь врага надвое.;It's sharp to such a degree, that a sufficient strike can cleave an enemy in half.;十分锋利，如果力量够大，可以将敌人一劈为二。;Sie ist so scharf, dass ein ausreichender Schlag den Feind in zwei Hälften spalten kann.;;;;Ostrze jest tak ostre, że nawet delikatne cięcie może rozpłatać człowieka na pół.
Crude Longsword;Hеплохая попытка выковать настоящий длинный меч. Достойно похвалы.;A decent attempt at forging a real longsword. Very commendable.;虽然还不算真正的长剑，但是算是有模有样了。;Ein anständiger Versuch, ein echtes Langschwert zu schmieden. Sehr lobenswert.;;;;Dobry efekt kowalstwa prawdziwego długiego miecza. Bardzo chwalebne.
Bastard Sword;Этот широкий клинок принято держать двумя руками. ;This wide blade is best wielded with both hands.;剑刃宽，最好双手操持。;Diese breite Klinge lässt sich am besten mit beiden Händen führen.;;;;Tak duże ostrze najlepiej trzyma się oburącz.
Footman Greatsword;Такие мечи уравнивают шансы в бою с врагами в латах, за что и пользуются спросом среди ветеранов и наёмников.;These swords even the odds when fighting enemies clad in full plate, making them popular among veterans and mercenaries.;老兵和雇佣兵青睐这种大剑，手里有了他，敌人就算全身板甲，也不用担心。;Diese Schwerter gleichen die Chancen aus, wenn sie gegen voll gepanzerte Feinde kämpfen, was sie bei Veteranen und Söldnern beliebt macht.;;;;Te miecze, mimo że nabraly szczerbień od walki z przeciwnikami zakutymi w pełne zbroje płytowe, wciąż są popularne wśród weteranów i najemników.
Sergeant Bastard;Частое оружие сержантов Магистрата. Стоят недешево, но... того стоят.;Often used by sergeants of the Magistrate. These swords aren't cheap, but definitely worth it.;这种剑一般是裁判官的军官佩戴，造价不菲，但是物有所值。;Wird oft von Unteroffizieren des Magistrats verwendet. Diese Schwerter sind nicht billig, aber auf jeden Fall wert.;;;;Często używane przez sierżantów Magistratu. Te miecze nie są tanie, ale na pewno warte swojej ceny.
Longsword;Как любят шутить наёмники, чем длиннее меч - тем короче враги.;As mercenaries like to joke: "The longer the sword, the shorter the enemies".;雇佣兵经常开玩笑说：“剑越长，敌人越矮。”;Wie Söldner gerne scherzen: "Je länger das Schwert, desto kürzer die Feinde".;;;;Zgodnie z żartami najemników: "Im dłuższy miecz, tym krótszy przeciwnik".
